original_smiles,canonical_smiles,tanimoto_score,closest_training_molecule
O=C(CCl)c1cc([N+](=O)[O-])co1,O=C(CCl)c1cc([N+](=O)[O-])co1,0.5,O=C(CCl)c1ccc([N+](=O)[O-])o1
O=C(CCl)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1,O=C(CCl)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1,1.0,O=C(CCl)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1
O=C(CCl)c1ccc(Oc2cccc(C(=O)CCl)c2)cc1,O=C(CCl)c1ccc(Oc2cccc(C(=O)CCl)c2)cc1,0.7333,O=C(CCl)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1
O=C(CCl)c1ccc([N+](=O)[O-])o1,O=C(CCl)c1ccc([N+](=O)[O-])o1,1.0,O=C(CCl)c1ccc([N+](=O)[O-])o1
O=C(CCl)c1ccccc1O,O=C(CCl)c1ccccc1O,0.5385,O=C(O)c1ccccc1O
O=C(CCl)c1occc1[N+](=O)[O-],O=C(CCl)c1occc1[N+](=O)[O-],0.4615,O=C(CCl)c1ccc([N+](=O)[O-])o1
O=C(COC1=C(C(F)(F)F)C=NC(C(F)(F)F)C1)NNc1ccc(F)cc1F,O=C(COC1=C(C(F)(F)F)C=NC(C(F)(F)F)C1)NNc1ccc(F)cc1F,0.4648,O=C(COc1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)NNc1ccc(F)cc1F
O=C(Nc1nc(Cc2cccc3ccccc23)cs1)C1CCCCC1,O=C(Nc1nc(Cc2cccc3ccccc23)cs1)C1CCCCC1,0.6545,O=C(Nc1ncc(Cc2cccc3ccccc23)s1)C1CCCCC1
O=C(O)CNCP(=O)(O)O,O=C(O)CNCP(=O)(O)O,1.0,O=C(O)CNCP(=O)(O)O
O=C(O)c1ccccc1,O=C(O)c1ccccc1,1.0,O=C(O)c1ccccc1
O=C([O-])CNCP(=O)([O-])O,O=C([O-])CNCP(=O)([O-])O,1.0,O=C([O-])CNCP(=O)([O-])O
O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccc(Cl)cc2)n1,O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccc(Cl)cc2)n1,1.0,O=C1CN=C(c2ccccc2Br)c2cc(F)ccc2N1CCCn1nnc(-c2ccc(Cl)cc2)n1
O=CC=CC=CC=O,O=CC=CC=CC=O,1.0,O=C/C=C/C=C/C=O
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
O=S(=O)(NC(c1ccccc1)C(NC(=S)NCc1ccccc1)c1ccccc1)c1ccccc1,O=S(=O)(NC(c1ccccc1)C(NC(=S)NCc1ccccc1)c1ccccc1)c1ccccc1,1.0,O=S(=O)(N[C@H](c1ccccc1)[C@H](NC(=S)NCc1ccccc1)c1ccccc1)c1ccccc1
O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,1.0,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
O=[N+]([O-])c1ccc(-c2c[nH]c(Cl)c2)cc1Cl,O=[N+]([O-])c1ccc(-c2c[nH]c(Cl)c2)cc1Cl,0.2979,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,1.0,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl
O=c1[nH]sc2cc(Cl)ccc12,O=c1[nH]sc2cc(Cl)ccc12,1.0,O=c1[nH]sc2cc(Cl)ccc12
O=c1c2ccccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,O=c1c2ccccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,1.0,O=c1c2ccccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl
OB(O)O,OB(O)O,1.0,OB(O)O
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCCCC2,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCCCC2,1.0,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCCCC2
OC(Cn1cncn1)(Cn1cnc(C=Cc2ccc(OCC(F)(F)C(F)F)cc2)n1)c1ccc(F)cc1F,OC(Cn1cncn1)(Cn1cnc(C=Cc2ccc(OCC(F)(F)C(F)F)cc2)n1)c1ccc(F)cc1F,1.0,O[C@](Cn1cncn1)(Cn1cnc(/C=C/c2ccc(OCC(F)(F)C(F)F)cc2)n1)c1ccc(F)cc1F
OC(Cn1cnnn1)(c1c(F)cccc1F)C(F)(F)c1cc(-c2ccccc2OC(F)(F)F)ccn1,OC(Cn1cnnn1)(c1c(F)cccc1F)C(F)(F)c1cc(-c2ccccc2OC(F)(F)F)ccn1,0.4805,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1
OC(Cn1cnnn1)(c1c(F)cccc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,OC(Cn1cnnn1)(c1c(F)cccc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,0.746,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,1.0,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,1.0,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1
OC(Cn1cnnn1)(c1cccc(F)c1F)C(F)(F)c1ncccc1-c1ccc(OC(F)(F)F)cc1,OC(Cn1cnnn1)(c1cccc(F)c1F)C(F)(F)c1ncccc1-c1ccc(OC(F)(F)F)cc1,0.5541,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1
OCC(O)COc1cccc(Cl)c1,OCC(O)COc1cccc(Cl)c1,0.6364,OCC(O)COc1ccc(Cl)cc1
OCC(O)COc1ccccc1Cl,OCC(O)COc1ccccc1Cl,0.5294,OCC(O)COc1ccc(Cl)cc1
OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1,OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1,1.0,OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1
OCCOc1ccc(Cl)cc1,OCCOc1ccc(Cl)cc1,1.0,OCCOc1ccc(Cl)cc1
Oc1c(Cl)cc(Cl)c2cccnc12,Oc1c(Cl)cc(Cl)c2cccnc12,1.0,Oc1c(Cl)cc(Cl)c2cccnc12
Oc1c(I)cc(Cl)c2cccnc12,Oc1c(I)cc(Cl)c2cccnc12,1.0,Oc1c(I)cc(Cl)c2cccnc12
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
S=[Se],S=[Se],1.0,S=[Se]
S=[Se]=S,S=[Se]=S,1.0,S=[Se]=S
[Ag],[Ag],1.0,[Ag]
[N-]=[N+]=CC(=O)OCC(N)C(=O)O,[N-]=[N+]=CC(=O)OCC(N)C(=O)O,1.0,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O
[O-][n+]1ccccc1S,[O-][n+]1ccccc1S,1.0,[O-][n+]1ccccc1S
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],[O-][n+]1ccccc1SSc1cccc[n+]1[O-],1.0,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,1.0,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1,c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1,1.0,c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1
c1ccc(Cc2nnc3ccncc3n2)cc1,c1ccc(Cc2nnc3ccncc3n2)cc1,1.0,c1ccc(Cc2nnc3ccncc3n2)cc1
c1ccc(OCC2=Nc3cnccc3NN2)cc1,c1ccc(OCC2=Nc3cnccc3NN2)cc1,1.0,c1ccc(OCC2=Nc3cnccc3NN2)cc1
